Time,ForecastingTime,AirPressure,Temperature,Humidity,WindSpeed100m,WindSpeed10m,WindDirectionZonal,WindDirectionMeridional,PowerGeneration
0000-06-27 22:00:00,46,0.229290831782676,0.593203686530565,0.938228692320043,0.594866195703416,0.432674485815409,0.873577397702871,0.167670964699205,0.934959349593496
0000-06-27 23:00:00,47,0.218496444720121,0.587025403710714,0.957548486870818,0.577065456510648,0.421052413300098,0.872219710681683,0.166151002030478,0.880758807588076
0000-06-28 00:00:00,24,0.231779078234136,0.579766477908288,0.97199794508272,0.569520847043202,0.417312062659609,0.864556031757906,0.15779888508748,0.889792231255646
0000-06-28 01:00:00,25,0.227701518297781,0.581929787549436,0.972231193402978,0.550446389861791,0.415353921872484,0.876405702621317,0.170877845276161,0.867208672086721
0000-06-28 02:00:00,26,0.223623958361425,0.584093097190582,0.972464441723237,0.531371932680381,0.413395781085359,0.88778641503778,0.184366853472192,0.867208672086721
0000-06-28 03:00:00,27,0.219546398425069,0.586256406831728,0.972697690043495,0.51229747549897,0.411437640298234,0.898683989912819,0.198249103880418,0.867208672086721
0000-06-28 04:00:00,28,0.219467292324015,0.621059586633823,0.925281994315454,0.497668263136652,0.449760938921132,0.892180349387144,0.189843367383008,0.867208672086721
0000-06-28 05:00:00,29,0.219388186222955,0.655862766435918,0.877866298587412,0.483039050774334,0.488084237544031,0.885499517381468,0.181577762903075,0.907859078590786
0000-06-28 06:00:00,30,0.219309080121895,0.690665946238012,0.83045060285937,0.468409838412016,0.526407536166929,0.878644512376476,0.173456024940672,0.975609756097561
0000-06-28 07:00:00,31,0.215857177530272,0.721788059400962,0.773426133271929,0.492520715618854,0.555376310425244,0.87191963554113,0.165816737947997,0.948509485094851
0000-06-28 08:00:00,32,0.212405274938648,0.752910172563912,0.716401663684487,0.516631592825693,0.584345084683558,0.865040662235138,0.158315912040412,0.835591689250226
0000-06-28 09:00:00,33,0.208953372347024,0.784032285726861,0.659377194097046,0.540742470032531,0.613313858941873,0.858010442611,0.150956655021475,0.763324299909666
0000-06-28 10:00:00,34,0.201143442733475,0.794771934244696,0.636140522955929,0.551852447244608,0.623795577616893,0.850195673892007,0.1431166036448,0.844625112917796
0000-06-28 11:00:00,35,0.193333513119927,0.80551158276253,0.612903851814811,0.562962424456685,0.634277296291914,0.842209258800739,0.135451476427148,0.867208672086721
0000-06-28 12:00:00,36,0.185523583506378,0.816251231280365,0.589667180673694,0.574072401668762,0.644759014966934,0.834055111840605,0.127965030394203,0.813008130081301
0000-06-28 13:00:00,37,0.181625810163339,0.791849746104551,0.634974833645219,0.586382942780278,0.647042890504323,0.822311729624984,0.117746116996887,0.763324299909666
0000-06-28 14:00:00,38,0.177728036820291,0.767448260928737,0.680282486616745,0.598693483891794,0.649326766041712,0.810255922470822,0.10789773179227,0.885275519421861
0000-06-28 15:00:00,39,0.173830263477253,0.743046775752921,0.72559013958827,0.61100402500331,0.6516106415791,0.79789937640554,0.0984294210926059,0.975609756097561
0000-06-28 16:00:00,40,0.181410066251363,0.705535917466399,0.769488757433777,0.609510957393067,0.575626167269916,0.814710495064674,0.111464011283969,0.975609756097561
0000-06-28 17:00:00,41,0.188989869025468,0.668025059179875,0.813387375279284,0.608017889782824,0.499641692960731,0.830951974053377,0.125201868197663,0.948509485094851
0000-06-28 18:00:00,42,0.196569671799574,0.630514200893352,0.85728599312479,0.606524822172581,0.423657218651546,0.846594415517831,0.139618125655577,0.930442637759711
0000-06-28 19:00:00,43,0.199021960932375,0.618246676997534,0.883669013694836,0.602436212166419,0.41923846336002,0.857274303447192,0.150203188781925,0.975609756097561
0000-06-28 20:00:00,44,0.201474250065171,0.605979153101713,0.910052034264881,0.598347602160256,0.414819708068494,0.867631069931857,0.161104610329729,0.975609756097561
0000-06-28 21:00:00,45,0.203926539197972,0.593711629205894,0.936435054834927,0.594258992154093,0.410400952776968,0.877655348217907,0.172312530954068,0.989159891598916
0000-06-28 22:00:00,46,0.194778997330169,0.586810894054997,0.946983285244847,0.570263351042859,0.390307366741372,0.874830064799751,0.169084487989734,0.98193315266486
0000-06-28 23:00:00,47,0.185631455462366,0.579910158904099,0.957531515654766,0.546267709931624,0.370213780705775,0.871977190382849,0.165880803470411,0.937669376693767
0000-06-29 00:00:00,24,0.194088616811844,0.575116070466422,0.971446029323529,0.533218768256836,0.358910770499351,0.860668384228079,0.15370382891369,0.964724480578139
0000-06-29 01:00:00,25,0.195606015659416,0.579980987564006,0.973059036917003,0.521587951558162,0.370192145317515,0.868767872881217,0.162341978940607,0.991237579042457
0000-06-29 02:00:00,26,0.197123414506982,0.584845904661589,0.974672044510475,0.509957134859487,0.381473520135678,0.876660529613633,0.171169511985206,0.995257452574526
0000-06-29 03:00:00,27,0.198640813354548,0.589710821759171,0.976285052103948,0.498326318160813,0.392754894953841,0.884341927638605,0.180181476912855,1.00198735320687
0000-06-29 04:00:00,28,0.203696412358534,0.629439628938769,0.928854090530026,0.482442010397881,0.4316962041798,0.882604527674429,0.178105002373573,0.954561878952123
0000-06-29 05:00:00,29,0.208752011362514,0.669168436118367,0.881423128956104,0.466557702634949,0.470637513405759,0.880855909370421,0.176037966097556,0.929584462511292
0000-06-29 06:00:00,30,0.213807610366495,0.708897243297965,0.833992167382181,0.450673394872017,0.509578822631719,0.879096123997885,0.173980428692453,0.993089430894309
0000-06-29 07:00:00,31,0.210765621207627,0.738610877966773,0.781541321661703,0.475404599459469,0.538166310542631,0.870444649387548,0.164182435127491,0.960207768744354
0000-06-29 08:00:00,32,0.207723632048758,0.76832451263558,0.729090475941225,0.500135804046921,0.566753798453544,0.861540016899154,0.154613935380707,0.904923215898826
0000-06-29 09:00:00,33,0.20468164288989,0.798038147304388,0.676639630220746,0.524867008634373,0.595341286364457,0.85238831187502,0.145281468475073,0.985320686540199
0000-06-29 10:00:00,34,0.197864135271433,0.80905301575786,0.654562475262841,0.540353723700119,0.611237640320417,0.84268414365913,0.135897846015062,0.929990966576332
0000-06-29 11:00:00,35,0.191046627652976,0.820067884211329,0.632485320304935,0.555840438765864,0.627133994276377,0.832730197332921,0.126779612764382,0.89769647696477
0000-06-29 12:00:00,36,0.184229120034519,0.831082752664802,0.61040816534703,0.571327153831609,0.643030348232337,0.822533728217292,0.117933414901957,0.933875338753388
0000-06-29 13:00:00,37,0.179489945434772,0.806229987741584,0.657110250601359,0.574401369285474,0.636784971547217,0.818269793830711,0.114374228621286,0.894941282746161
0000-06-29 14:00:00,38,0.174750770835015,0.781377222818364,0.703812335855689,0.577475584739338,0.630539594862097,0.813966586597121,0.110862626544438,0.992050587172538
0000-06-29 15:00:00,39,0.170011596235269,0.756524457895144,0.750514421110019,0.580549800193203,0.624294218176977,0.809624637511315,0.107399041985989,1.03739837398374
0000-06-29 16:00:00,40,0.182280233363,0.722478132916051,0.787769042978267,0.58317586815969,0.560092889404609,0.822921994470745,0.118261522368803,0.99516711833785
0000-06-29 17:00:00,41,0.194548870490731,0.688431807936958,0.825023664846514,0.585801936126177,0.495891560632241,0.835838547666132,0.129574165247381,0.991373080397471
0000-06-29 18:00:00,42,0.206817507618457,0.654385482957866,0.862278286714761,0.588428004092664,0.431690231859873,0.848359065296111,0.141323630226136,0.961156278229449
0000-06-29 19:00:00,43,0.209312945533653,0.639549914221435,0.877388183913073,0.583092417171262,0.416886228477887,0.852557896647238,0.145450020852092,0.990469738030714
0000-06-29 20:00:00,44,0.21180838344885,0.624714345485002,0.892498081111386,0.57775683024986,0.4020822250959,0.856707853584858,0.149625562002965,1.00099367660343
0000-06-29 21:00:00,45,0.214303821364041,0.60987877674857,0.907607978309698,0.572421243328458,0.387278221713914,0.860808360807294,0.15384967483038,1.02859078590786
0000-06-29 22:00:00,46,0.20989545409599,0.603222906393349,0.926150571179221,0.545213967515921,0.366365050839905,0.859529007154896,0.15252105134844,1.04448961156278
0000-06-29 23:00:00,47,0.205487086827934,0.596567036038129,0.944693164048744,0.518006691703384,0.345451879965896,0.858244761090629,0.151197156298115,0.891869918699187
0000-06-30 00:00:00,24,0.212103233461881,0.580379651735479,0.965032728190068,0.518284157415347,0.340184455104021,0.850875875890132,0.143785338114584,0.931391147244806
0000-06-30 01:00:00,25,0.214577096985879,0.581185074782417,0.968167385586073,0.498142014926249,0.33822332625311,0.869265967055078,0.162886775065483,0.892592592592593
0000-06-30 02:00:00,26,0.217050960509873,0.581990497829354,0.971302042982077,0.477999872437152,0.336262197402199,0.886617601385548,0.182936247138746,0.859259259259259
0000-06-30 03:00:00,27,0.219524824033872,0.582795920876292,0.974436700378082,0.457857729948054,0.334301068551288,0.902881982182055,0.203877370708196,0.903703703703704
0000-06-30 04:00:00,28,0.22358080957903,0.624429007169379,0.908443353987527,0.448318682056001,0.386003930618606,0.884613197722617,0.180507759454596,0.873757904245709
0000-06-30 05:00:00,29,0.227636795124188,0.666062093462465,0.842450007596973,0.438779634163947,0.437706792685924,0.864990759632357,0.158262605691502,0.952664859981933
0000-06-30 06:00:00,30,0.231692780669345,0.70769517975555,0.776456661206418,0.429240586271894,0.489409654753241,0.844083729600588,0.137220201825333,0.980849141824752
0000-06-30 07:00:00,31,0.232268097767951,0.734031299184813,0.732654331438922,0.457103887757818,0.522744420500473,0.841414864021211,0.134707381950184,0.958130081300813
0000-06-30 08:00:00,32,0.232843414866557,0.760367418614075,0.688852001671426,0.484967189243741,0.556079186247704,0.838727648072522,0.132214195810464,0.874209575429088
0000-06-30 09:00:00,33,0.233418731965157,0.786703538043338,0.64504967190393,0.512830490729665,0.589413951994935,0.836022226187351,0.129740777410265,0.85420054200542
0000-06-30 10:00:00,34,0.227557689023133,0.789538708115598,0.656354265765342,0.518741839649156,0.594357692027929,0.839168589766393,0.132620790968992,0.916982836495032
0000-06-30 11:00:00,35,0.221696646081098,0.792373878187859,0.667658859626755,0.524653188568647,0.599301432060922,0.842290270092224,0.135527540809869,0.988979223125565
0000-06-30 12:00:00,36,0.215835603139074,0.795209048260119,0.678963453488167,0.530564537488138,0.604245172093915,0.845387039981663,0.138460815391479,0.994399277326107
0000-06-30 13:00:00,37,0.212649784705558,0.775666409153896,0.706206910330938,0.518334137648105,0.584011648059612,0.847669058955738,0.140654755090159,0.978184281842818
0000-06-30 14:00:00,38,0.209463966272037,0.756123770047673,0.733450367173709,0.506103737808072,0.563778124025309,0.849937142097256,0.142863098632367,0.972854561878952
0000-06-30 15:00:00,39,0.206278147838516,0.73658113094145,0.760693824016479,0.49387333796804,0.543544599991005,0.852191198493046,0.145085757499518,0.94327009936766
0000-06-30 16:00:00,40,0.213491185962266,0.696730903202012,0.812126381010114,0.493794990423155,0.476535886903231,0.857849257624019,0.150791404394448,0.845980126467931
0000-06-30 17:00:00,41,0.220704224086012,0.656880675462574,0.863558938003749,0.49371664287827,0.409527173815456,0.86341489498348,0.156587241342444,0.81029810298103
0000-06-30 18:00:00,42,0.227917262209757,0.617030447723137,0.914991494997384,0.493638295333386,0.342518460727682,0.868886673130529,0.162471771448801,0.78383017163505
0000-06-30 19:00:00,43,0.228931258596046,0.601850854067159,0.922908709309102,0.496988425323727,0.335538987306155,0.874799890260442,0.169050312014551,0.71386630532972
0000-06-30 20:00:00,44,0.229945254982336,0.58667126041118,0.93082592362082,0.500338555314068,0.328559513884628,0.880595805964262,0.1757324300374,0.747741644083108
0000-06-30 21:00:00,45,0.230959251368625,0.571491666755202,0.938743137932538,0.503688685304408,0.321580040463102,0.886272606285857,0.182516034205192,0.785682023486902
0000-06-30 22:00:00,46,0.223063024190286,0.570020454305143,0.94066071269508,0.48916810358235,0.312822279253629,0.885167882338828,0.181176689784195,0.833785004516712
0000-06-30 23:00:00,47,0.215166797011947,0.568549241855083,0.942578287457621,0.474647521860292,0.304064518044156,0.884058514447743,0.179841189389342,0.780939476061427
0000-07-01 00:00:00,24,0.225155740136458,0.579851472300176,0.922800099114006,0.453495701884904,0.323162607509561,0.89524497189837,0.193758333097718,0.577687443541102
0000-07-01 01:00:00,25,0.226967988997061,0.573748065492227,0.936213397785169,0.457298009288145,0.323378047814075,0.895183360363605,0.193678831304248,0.51219512195122
0000-07-01 02:00:00,26,0.228780237857663,0.567644658684276,0.949626696456332,0.461100316691386,0.323593488118588,0.895121732837458,0.193599341906266,0.514453477868112
0000-07-01 03:00:00,27,0.230592486718265,0.561541251876327,0.963039995127495,0.464902624094626,0.323808928423102,0.895060089322422,0.193519864906989,0.416892502258356
0000-07-01 04:00:00,28,0.233771113688056,0.600205605481329,0.898693544324177,0.485858799323549,0.408822730134654,0.911209632868139,0.21555476497022,0.345980126467931
0000-07-01 05:00:00,29,0.236949740657841,0.638869959086331,0.834347093520859,0.506814974552471,0.493836531846207,0.92613157039163,0.238438832817951,0.441282746160795
0000-07-01 06:00:00,30,0.240128367627626,0.677534312691332,0.77000064271754,0.527771149781393,0.578850333557759,0.9397813545554,0.262103751296861,0.495483288166215
0000-07-01 07:00:00,31,0.240092410308967,0.697552515656929,0.746716833446254,0.584937135215997,0.642444731727127,0.937746246139023,0.258379422230443,0.531616982836495
0000-07-01 08:00:00,32,0.240056452990302,0.717570718622525,0.723433024174967,0.642103120650601,0.706039129896495,0.93567959874868,0.254672501522326,0.621499548328817
0000-07-01 09:00:00,33,0.240020495671638,0.73758892158812,0.70014921490368,0.699269106085205,0.769633528065863,0.93358156128354,0.250983256251167,0.670731707317073
0000-07-01 10:00:00,34,0.237043229686362,0.741425811279059,0.684799830004868,0.705006597058369,0.774381197257619,0.936736890205876,0.256559708486521,0.698283649503162
0000-07-01 11:00:00,35,0.234065963701087,0.745262700969998,0.669450445106056,0.710744088031534,0.779128866449375,0.939820502464122,0.262176135995669,0.672538392050587
0000-07-01 12:00:00,36,0.231088697715811,0.749099590660938,0.654101060207244,0.716481579004698,0.783876535641132,0.942831891696723,0.267831616502163,0.689250225835592
0000-07-01 13:00:00,37,0.226745053621353,0.73192667614759,0.67357381363868,0.678474239069902,0.736771963470582,0.949310515609177,0.280632149264776,0.667570009033424
0000-07-01 14:00:00,38,0.222401409526895,0.714753761634239,0.693046567070116,0.640466899135106,0.689667391300031,0.955419223336566,0.293613286407185,0.662149954832882
0000-07-01 15:00:00,39,0.218057765432432,0.697580847120891,0.712519320501552,0.602459559200309,0.642562819129481,0.961152985587095,0.30676434057465,0.571364046973803
0000-07-01 16:00:00,40,0.227147775590378,0.67191051709475,0.744069732306791,0.571614696133353,0.552717960285796,0.948838676507149,0.27966834200571,0.50316169828365
0000-07-01 17:00:00,41,0.236237785748318,0.646240187068609,0.77562014411203,0.540769833066397,0.462873101442111,0.934933993371596,0.253353043957857,0.770099367660343
0000-07-01 18:00:00,42,0.245327795906259,0.620569857042468,0.807170555917268,0.509924969999441,0.373028242598426,0.919488204850879,0.227911689817833,0.910569105691057
0000-07-01 19:00:00,43,0.246866769145028,0.608850749341926,0.839673105954682,0.521091990348237,0.379485361146031,0.91138052465465,0.215801976089936,0.937217705510388
0000-07-01 20:00:00,44,0.248405742383787,0.597131641641384,0.872175655992096,0.532259010697033,0.385942479693635,0.90292337206501,0.203933691294948,1.00090334236676
0000-07-01 21:00:00,45,0.249944715622556,0.585412533940841,0.90467820602951,0.543426031045829,0.39239959824124,0.894123931541729,0.192316917693269,0.962917795844625
0000-07-01 22:00:00,46,0.2437456738851,0.580725700331023,0.921951779441766,0.540460012994385,0.392892076887594,0.891527528707036,0.18901967744136,0.970234869015357
0000-07-01 23:00:00,47,0.237546632147644,0.576038866721205,0.939225352854021,0.537493994942941,0.393384555533948,0.888903542045815,0.185744346283524,1.03599819331527
0000-07-02 00:00:00,24,0.227011137779456,0.5639878761571,0.957016950076203,0.550137964598192,0.399106298132594,0.898858486739667,0.198479795549534,0.960569105691057
0000-07-02 01:00:00,25,0.232721159983102,0.562583445014953,0.962252003622625,0.531149742011106,0.389550533300406,0.897997735411037,0.197344529874676,0.901671183378501
0000-07-02 02:00:00,26,0.238431182186748,0.561179013872804,0.967487057169047,0.512161519424019,0.379994768468219,0.897133752811992,0.196211721399644,1.00677506775068
